PropertyID,Borough,State,Surroundings,Address,ZipCode,Block,Lot,BldgClassCategory,NoOfResidentialUnits,NoOfCommercialUnits,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,DateOfEvaluation,PropertyEvaluationvalue
PR19395,2,NY,BROWNSVILLE,510 POWELL STREET,11212,3830,33,01 ONE FAMILY DWELLINGS,1,0,1,1802,1116,1982,1,A5,28-03-2015,310000
PR19396,2,NY,BROWNSVILLE,1873 STRAUSS ST,11212,3516,27,01 ONE FAMILY DWELLINGS,1,0,1,2000,1620,1983,1,A5,06-09-2014,185000
PR19397,2,NY,BROWNSVILLE,335 LOTT AVENUE,11212,3848,59,01 ONE FAMILY DWELLINGS,1,0,1,1800,1116,1982,1,A5,07-03-2015,500000
PR19398,2,NY,BROWNSVILLE,760 HOWARD AVENUE,11212,3550,48,31  COMMERCIAL VACANT LAND,2,0,2,1500,3386,2012,4,V1,12-10-2012,522000
PR19399,2,NY,BROWNSVILLE,267 DUMONT AVENUE,11212,3560,49,02  TWO FAMILY HOMES,2,0,2,1975,3468,2005,1,B1,18-04-2013,454407
PR19400,2,NY,BROWNSVILLE,639 SACKMAN STREET,11212,3830,27,01 ONE FAMILY DWELLINGS,1,0,1,2519,1116,1982,1,A5,13-09-2014,360000
PR19401,2,NY,BROWNSVILLE,2102 STRAUSS STREET,11212,3569,42,03  THREE FAMILY HOMES,3,0,3,2000,3000,2003,1,C0,01-02-2013,260000
PR19402,2,NY,BROWNSVILLE,136 LIBERTY AVENUE,11212,3694,118,02  TWO FAMILY HOMES,2,0,2,947,3039,2007,1,B1,31-01-2013,397500
PR19403,2,NY,BROWNSVILLE,109 THATFORD AVENUE,11212,3523,104,03  THREE FAMILY HOMES,3,0,3,1875,2814,2007,1,C0,28-09-2012,240000
PR19404,2,NY,BROWNSVILLE,410 CHRISTOPHER AVENUE,11212,3811,135,01  ONE FAMILY HOMES,1,0,1,1800,1116,1985,1,A5,15-05-2013,174763
PR19405,2,NY,BROWNSVILLE,799 MOTHER GASTON BOULEV,11212,3845,106,01  ONE FAMILY HOMES,1,0,1,1800,1148,1986,1,A5,10-04-2013,225000
PR19406,2,NY,BROWNSVILLE,1879 STRAUSS STREET,11212,3516,25,01 ONE FAMILY DWELLINGS,1,0,1,2000,1620,1983,1,A5,11-12-2014,245000
PR19407,2,NY,BROWNSVILLE,855A MOTHER GASTON BLVD,11212,3855,1,01 ONE FAMILY DWELLINGS,1,0,1,4100,1116,1982,1,A5,17-04-2014,515000
PR19408,2,NY,BROWNSVILLE,122 LIVONIA AVENUE,11212,3585,128,02  TWO FAMILY HOMES,2,0,2,1009,2250,2005,1,B1,21-01-2013,377000
PR19409,2,NY,BROWNSVILLE,1878 STRAUSS STREET,11212,3515,44,01 ONE FAMILY DWELLINGS,1,0,1,2000,1640,1983,1,A5,02-08-2014,525000
PR19410,2,NY,BROWNSVILLE,400 CHRISTOPHER AVENUE,11212,3811,132,01  ONE FAMILY HOMES,1,0,1,1800,1116,1985,1,A5,23-05-2013,183534
PR19411,2,NY,BROWNSVILLE,269 LOTT AVENUE,11212,3845,145,01  ONE FAMILY HOMES,1,0,1,3725,1148,1986,1,A5,20-03-2013,285000
PR19412,2,NY,BROWNSVILLE,647 SACKMAN STREET,11212,3830,23,01  ONE FAMILY HOMES,1,0,1,1802,1116,1986,1,A5,25-06-2013,262000
PR19413,2,NY,BROWNSVILLE,384 MOTHER GASTON BLVD,11212,3525,25,22  STORE BUILDINGS,0,1,1,7500,7500,1972,4,K1,10-01-2013,1350000
PR19414,2,NY,BROWNSVILLE,755 SACKMAN ST,11212,3847,102,01 ONE FAMILY DWELLINGS,1,0,1,1260,1152,1982,1,A5,10-12-2014,515000
PR19415,2,NY,BROWNSVILLE,199 CHESTER STREET,11212,3543,22,01 ONE FAMILY DWELLINGS,1,0,1,1800,1148,1983,1,A5,12-04-2014,215000
PR19416,2,NY,BROWNSVILLE,264 GRAFTON STREET,11212,3566,46,01 ONE FAMILY DWELLINGS,1,0,1,1800,1116,1981,1,A5,11-01-2015,430000
PR19417,3,NY,ANNADALE,253 ALBEE AVENUE,10312,6250,1,02 TWO FAMILY DWELLINGS,2,0,2,4320,1952,1966,1,B2,10-10-2014,690000
PR19418,3,NY,ANNADALE,1054 ANNADALE ROAD,10312,6249,26,01  ONE FAMILY HOMES,1,0,1,4201,2300,2011,1,A1,26-07-2013,499902
PR19419,3,NY,ANNADALE,65 JEFFERSON BOULEVARD,10312,6226,98,02 TWO FAMILY DWELLINGS,2,0,2,5650,2228,1979,1,B2,18-04-2014,565000
PR19420,3,NY,ANNADALE,343 ARBUTUS AVENUE,10312,6475,528,01  ONE FAMILY HOMES,1,0,1,3369,1922,2011,1,A5,14-09-2012,465426
PR19421,3,NY,ANNADALE,42 RYAN PLACE,10312,6360,51,02  TWO FAMILY HOMES,2,0,2,6000,3120,1984,1,B2,03-05-2013,725000
PR19422,3,NY,ANNADALE,123 PEARE PLACE,10312,6352,31,01 ONE FAMILY DWELLINGS,1,0,1,6500,2530,1979,1,A1,11-12-2014,820000
PR19423,3,NY,ANNADALE,31 TENAFLY PLACE,10312,6249,642,02  TWO FAMILY HOMES,2,0,2,4583,3681,2007,1,B2,31-01-2013,765000
PR19424,3,NY,ANNADALE,250 ALBEE AVENUE,10312,6322,6,01  ONE FAMILY HOMES,1,0,1,8000,1432,1960,1,A2,24-10-2012,500000
PR19425,3,NY,ANNADALE,41 FORNES PLACE,10312,6240,70,01 ONE FAMILY DWELLINGS,1,0,1,10000,3865,1971,1,A1,11-02-2015,570000
PR19426,3,NY,ANNADALE,50 MAY PLACE,10312,6205,112,01 ONE FAMILY DWELLINGS,1,0,1,2475,2495,1982,1,A5,24-04-2014,638729
PR19427,3,NY,ANNADALE,9 EAGAN AVENUE,10312,6211,20,01  ONE FAMILY HOMES,1,0,1,1508,1521,1986,1,A5,17-06-2013,358000
PR19428,3,NY,ANNADALE,847 ANNADALE ROAD,10312,6225,4,21  OFFICE BUILDINGS,0,1,1,4736,2800,1987,4,O9,28-04-2013,590000
PR19429,3,NY,ANNADALE,20 TENAFLY PLACE,10312,6249,219,02  TWO FAMILY HOMES,2,0,2,6026,3405,2012,1,B2,25-09-2012,768779
PR19430,3,NY,ANNADALE,338 IONIA AVENUE,10312,6278,62,01 ONE FAMILY DWELLINGS,1,0,1,4000,1170,1956,1,A2,13-09-2014,550000
PR19431,3,NY,ANNADALE,210 VINELAND AVENUE,10312,6237,23,01 ONE FAMILY DWELLINGS,1,0,1,4000,2350,2001,1,A1,04-03-2015,895000
PR19432,3,NY,ANNADALE,40 ARBUTUS WAY,10312,6517,41,01  ONE FAMILY HOMES,1,0,1,17275,4821,1986,1,A9,18-06-2013,845000
PR19433,3,NY,ANNADALE,257 CROWN AVENUE,10312,6239,83,01  ONE FAMILY HOMES,1,0,1,9600,1728,1975,1,A1,17-12-2012,400000
PR19434,3,NY,ANNADALE,217 RATHBUN AVENUE,10312,6265,47,01 ONE FAMILY DWELLINGS,1,0,1,4000,2133,1971,1,A2,07-05-2014,570000
PR19435,3,NY,ANNADALE,35 SERENA COURT,10312,6523,104,02 TWO FAMILY DWELLINGS,2,0,2,6806,2363,2012,1,B2,15-05-2014,980000
PR19436,3,NY,ANNADALE,295 IONIA AVENUE,10312,6283,10,02 TWO FAMILY DWELLINGS,2,0,2,4750,2328,1951,1,B2,21-06-2014,755000
PR19437,3,NY,ANNADALE,18 SHERIDAN PLACE,10312,6243,25,01 ONE FAMILY DWELLINGS,1,0,1,2750,1720,1996,1,A5,23-07-2014,600000
PR19438,3,NY,ANNADALE,97 RAMONA AVENUE,10312,6299,50,02 TWO FAMILY DWELLINGS,2,0,2,6000,2050,1981,1,B2,19-11-2014,920000
PR19439,3,NY,ANNADALE,94 LORRAINE AVENUE,10312,6219,16,01  ONE FAMILY HOMES,1,0,1,1650,2285,2004,1,A5,06-05-2013,400000
PR19440,3,NY,ANNADALE,145 NORTH PINE TERRACE,10312,6249,268,01 ONE FAMILY DWELLINGS,1,0,1,7920,1912,1961,1,A2,08-05-2014,767000
PR19441,3,NY,ANNADALE,100 JEFFERSON BOULEVARD,10312,6259,40,01  ONE FAMILY HOMES,1,0,1,4000,1300,1955,1,A2,23-05-2013,485000
PR19442,3,NY,ANNADALE,24 TENAFLY PLACE,10312,6249,218,02  TWO FAMILY HOMES,2,0,2,5974,3156,2012,1,B2,25-09-2012,768779
PR19443,3,NY,ANNADALE,5192 HYLAN BOULEVARD,10312,6475,533,01  ONE FAMILY HOMES,1,0,1,2216,2121,2011,1,A5,01-08-2012,499000
PR19444,3,NY,ANNADALE,34 EAGAN AVENUE,10312,6216,141,01 ONE FAMILY DWELLINGS,1,0,1,1333,1010,1988,1,A5,10-12-2014,427000
PR19445,3,NY,ANNADALE,11 JEANNETTE AVENUE,10312,6221,63,01 ONE FAMILY DWELLINGS,1,0,1,4640,2350,2002,1,A1,19-06-2014,945000
PR19446,3,NY,ANNADALE,43 BARB STREET,10312,6220,15,01 ONE FAMILY DWELLINGS,1,0,1,1585,1339,2000,1,A5,17-12-2014,545000
PR19447,3,NY,ANNADALE,65 JEFFERSON BOULEVARD,10312,6226,98,02 TWO FAMILY DWELLINGS,2,0,2,5650,2228,1979,1,B2,13-12-2014,725000
PR19448,3,NY,ANNADALE,145 TALLMAN STREET,10312,6382,69,01  ONE FAMILY HOMES,1,0,1,8000,2800,1983,1,A1,10-07-2013,672000
PR19449,3,NY,ANNADALE,145 SOUTH RAILROAD ST,10312,6254,136,02  TWO FAMILY HOMES,2,0,2,3600,2496,2003,1,B2,05-09-2012,570000
PR19450,3,NY,ANNADALE,421 JANSEN STREET,10312,6505,42,01 ONE FAMILY DWELLINGS,1,0,1,8280,4280,1991,1,A1,26-06-2014,1140000
PR19451,3,NY,ANNADALE,112 BARCLAY AVENUE,10312,6243,40,01  ONE FAMILY HOMES,1,0,1,6000,2147,1950,1,A1,03-08-2012,733140
PR19452,3,NY,ANNADALE,290 KOCH BOULEVARD,10312,6369,20,01 ONE FAMILY DWELLINGS,1,0,1,9900,3000,1982,1,A1,30-04-2014,1345000
PR19453,3,NY,ANNADALE,203 SINCLAIR AVENUE,10312,6268,55,01 ONE FAMILY DWELLINGS,1,0,1,4000,1128,1941,1,A1,08-06-2014,529000
PR19454,3,NY,ANNADALE,27 SUMMIT PLACE,10312,6242,70,01  ONE FAMILY HOMES,1,0,1,8250,2560,1975,1,A1,16-05-2013,462500
PR19455,3,NY,ANNADALE,1052 ANNADALE ROAD,10312,6249,25,01  ONE FAMILY HOMES,1,0,1,4386,2300,2011,1,A1,17-04-2013,507000
PR19456,3,NY,ANNADALE,16 JANSEN STREET,10312,5401,10,01  ONE FAMILY HOMES,1,0,1,10800,2015,1980,1,A2,08-02-2013,705000
PR19457,3,NY,ANNADALE,309 VINELAND AVENUE,10312,6270,56,01 ONE FAMILY DWELLINGS,1,0,1,3805,2212,2001,1,A1,01-11-2014,750000
PR19458,3,NY,ANNADALE,67 BARB STREET,10312,6220,4,01  ONE FAMILY HOMES,1,0,1,1585,1661,2004,1,A5,23-10-2012,387000
PR19459,3,NY,ANNADALE,541 SYCAMORE STREET,10312,5395,32,01  ONE FAMILY HOMES,1,0,1,13320,4696,1985,1,A1,15-08-2012,1200000
PR19460,3,NY,ANNADALE,338 EDGEGROVE AVENUE,10312,6277,68,01 ONE FAMILY DWELLINGS,1,0,1,4000,1920,1956,1,A1,04-06-2014,750000
PR19461,3,NY,ANNADALE,405 HOLDRIDGE AVENUE,10312,6357,14,02 TWO FAMILY DWELLINGS,2,0,2,7028,3612,1981,1,B9,05-09-2014,985000
PR19462,3,NY,ANNADALE,56 NORTH RAILROAD ST,10312,6254,43,02 TWO FAMILY DWELLINGS,2,0,2,4000,2300,1986,1,B2,25-09-2014,742000
PR19463,3,NY,ANNADALE,7 RYAN PLACE,10312,6359,29,01 ONE FAMILY DWELLINGS,1,0,1,6018,2215,1980,1,A1,10-10-2014,790000
PR19464,3,NY,ANNADALE,42 DOWNES AVENUE,10312,6251,32,02 TWO FAMILY DWELLINGS,2,0,2,5959,2440,1981,1,B2,30-11-2014,883500
PR19465,3,NY,ANNADALE,404 POILLON AVENUE,10312,6455,28,01  ONE FAMILY HOMES,1,0,1,5859,2913,1997,1,A1,17-08-2012,850000
PR19466,3,NY,ANNADALE,115 JEANNETTE AVENUE,10312,6212,156,02 TWO FAMILY DWELLINGS,2,0,2,4300,2500,1996,1,B2,25-02-2015,908000
PR19467,3,NY,ANNADALE,236 DETROIT AVENUE,10312,6259,18,02  TWO FAMILY HOMES,2,0,2,8000,2056,1982,1,B2,01-03-2013,525000
PR19468,3,NY,ANNADALE,1002 ANNADALE ROAD,10312,6249,215,01  ONE FAMILY HOMES,1,0,1,4980,2208,2012,1,A1,31-05-2013,595676
PR19469,3,NY,ANNADALE,4787 HYLAN BOULEVARD,10312,6359,64,21  OFFICE BUILDINGS,0,1,1,4000,2000,1980,4,O7,27-02-2013,220000
PR19470,3,NY,ANNADALE,36 EAGAN AVENUE,10312,6216,42,01 ONE FAMILY DWELLINGS,1,0,1,2333,1515,1988,1,A5,17-08-2014,475000
PR19471,3,NY,ANNADALE,275 ALBEE AVENUE,10312,6249,8,01  ONE FAMILY HOMES,1,0,1,6180,1946,1975,1,A2,30-08-2012,427500
PR19472,3,NY,ANNADALE,31 EAGAN AVENUE,10312,6211,6,01 ONE FAMILY DWELLINGS,1,0,1,1800,1825,1982,1,A5,18-10-2014,500000
PR19473,3,NY,ANNADALE,46 SERENA COURT,10312,6523,98,02 TWO FAMILY DWELLINGS,2,0,2,5680,2363,2012,1,B2,02-11-2014,992692
PR19474,3,NY,ANNADALE,229 DETROIT AVENUE,10312,6260,54,02 TWO FAMILY DWELLINGS,2,0,2,4000,2400,2009,1,B2,15-01-2015,945000
PR19475,3,NY,ANNADALE,40 JEANNETTE AVENUE,10312,6222,27,02 TWO FAMILY DWELLINGS,2,0,2,2825,1600,2000,1,B9,19-12-2014,585000
PR19476,3,NY,ANNADALE,19 SERENA COURT,10312,6523,108,02 TWO FAMILY DWELLINGS,2,0,2,5084,2363,2012,1,B2,06-04-2014,945954
PR19477,3,NY,ANNADALE,353 ARBUTUS AVENUE,10312,6475,521,01  ONE FAMILY HOMES,1,0,1,2285,1922,2011,1,A5,24-01-2013,469000
PR19478,3,NY,ANNADALE,698 BARCLAY AVENUE,10312,6397,5,02 TWO FAMILY DWELLINGS,2,0,2,6000,2250,1992,1,B2,07-02-2015,990000
PR19479,3,NY,ANNADALE,34 MAY PLACE,10312,6205,119,01 ONE FAMILY DWELLINGS,1,0,1,2475,2495,1982,1,A5,28-06-2014,625000
PR19480,3,NY,ANNADALE,349 ARBUTUS AVENUE,10312,6475,523,01 ONE FAMILY DWELLINGS,1,0,1,1547,1426,2007,1,A5,05-12-2014,629900
PR19481,3,NY,ANNADALE,23 SANDGAP STREET,10312,5425,39,01  ONE FAMILY HOMES,1,0,1,2700,684,1950,1,A1,13-05-2013,200500
PR19482,3,NY,ANNADALE,216 SNEDEN AVENUE,10312,6209,21,02 TWO FAMILY DWELLINGS,2,0,2,2860,1592,2002,1,B2,09-11-2014,646000
PR19483,3,NY,ANNADALE,998 ANNADALE ROAD,10312,6249,216,01  ONE FAMILY HOMES,1,0,1,4864,2208,2012,1,A1,07-12-2012,599999
PR19484,3,NY,ANNADALE,14 RALPH AVENUE,10312,6221,140,02  TWO FAMILY HOMES,2,0,2,2400,2230,2004,1,B9,11-06-2013,487500
PR19485,3,NY,ANNADALE,10 JANSEN COURT,10312,6517,18,01 ONE FAMILY DWELLINGS,1,0,1,9000,4878,1991,1,A3,23-11-2014,1450000
PR19486,3,NY,ANNADALE,225 DETROIT AVENUE,10312,6260,52,02 TWO FAMILY DWELLINGS,2,0,2,4000,2400,2009,1,B2,02-11-2014,927000
PR19487,3,NY,ANNADALE,16 RALPH AVENUE,10312,6221,42,02 TWO FAMILY DWELLINGS,2,0,2,2400,1580,2000,1,B9,30-04-2014,679000
PR19488,3,NY,ANNADALE,346 RATHBUN AVENUE,10312,6287,43,01 ONE FAMILY DWELLINGS,1,0,1,4000,1196,1966,1,A2,19-12-2014,475000
PR19489,3,NY,ANNADALE,588 BARCLAY AVENUE,10312,6401,43,02 TWO FAMILY DWELLINGS,2,0,2,5000,3240,1997,1,B2,25-04-2014,150000
PR19490,3,NY,ANNADALE,192 NOEL STREET,10312,6364,40,01 ONE FAMILY DWELLINGS,1,0,1,6600,2521,1971,1,A1,11-10-2014,367500
PR19491,3,NY,ANNADALE,27 SERENA COURT,10312,6523,106,02 TWO FAMILY DWELLINGS,2,0,2,6806,2590,2012,1,B2,08-05-2014,997885
PR19492,3,NY,ANNADALE,62 BENNETT PLACE,10312,6357,61,02 TWO FAMILY DWELLINGS,2,0,2,4000,2200,1982,1,B9,01-06-2014,715000
PR19493,3,NY,ANNADALE,234 BARCLAY AVENUE,10312,6424,14,01 ONE FAMILY DWELLINGS,1,0,1,4000,1776,1971,1,A2,03-04-2014,645000
PR19494,3,NY,ANNADALE,462 JEFFERSON BOULEVARD,10312,6271,18,02  TWO FAMILY HOMES,2,0,2,4000,2535,2012,1,B2,30-11-2012,722957
PR19495,3,NY,ANNADALE,256 TALLMAN STREET,10312,6421,57,01 ONE FAMILY DWELLINGS,1,0,1,8000,3389,1976,1,A1,26-07-2014,869900
PR19496,3,NY,ANNADALE,885 ANNADALE ROAD,10312,6244,1002,46 CONDO STORE BUILDINGS,0,1,1,20500,1019,1971,4,RK,01-11-2014,355000
PR19497,3,NY,ANNADALE,18 LORRAINE AVENUE,10312,6220,30,01  ONE FAMILY HOMES,1,0,1,16541,1816,2002,1,A5,15-05-2013,440000
PR19498,3,NY,ANNADALE,119 LENZIE STREET,10312,5404,46,01 ONE FAMILY DWELLINGS,1,0,1,8000,3660,1994,1,A1,01-11-2014,1250000
PR19499,3,NY,ANNADALE,93 EAGAN AVENUE,10312,6205,16,01  ONE FAMILY HOMES,1,0,1,1546,1579,1986,1,A5,20-06-2013,348000
PR19500,3,NY,ANNADALE,998 ANNADALE ROAD,10312,6249,216,01 ONE FAMILY DWELLINGS,1,0,1,3922,1608,2008,1,A1,26-07-2014,845000
PR19501,3,NY,ANNADALE,94 SEGUINE PLACE,10312,6211,38,01 ONE FAMILY DWELLINGS,1,0,1,2300,1320,1982,1,A5,20-09-2014,395460
PR19502,3,NY,ANNADALE,96 ELMBANK STREET,10312,5407,15,02  TWO FAMILY HOMES,2,0,2,5000,3600,2001,1,B2,09-05-2013,698000
PR19503,3,NY,ANNADALE,40 JEANNETTE AVENUE,10312,6222,27,02 TWO FAMILY DWELLINGS,2,0,2,2825,1600,2000,1,B9,24-04-2014,517271
PR19504,3,NY,ANNADALE,83 SOUTH RAILROAD ST,10312,6320,90,02  TWO FAMILY HOMES,2,0,2,5819,1984,2004,1,B2,02-08-2012,399000
PR19505,3,NY,ANNADALE,47 PINE TERRACE,10312,6245,183,01 ONE FAMILY DWELLINGS,1,0,1,4500,1638,1956,1,A2,18-01-2015,480000
PR19506,3,NY,ANNADALE,129 BAYVIEW TERRACE,10312,6354,27,01 ONE FAMILY DWELLINGS,1,0,1,6004,1440,1994,1,A2,17-08-2014,750000
PR19507,3,NY,ANNADALE,8 ROGERS PLACE,10312,6240,126,01 ONE FAMILY DWELLINGS,1,0,1,22800,6171,1985,1,A3,27-12-2014,1523844
PR19508,3,NY,ANNADALE,286 HOLDRIDGE AVENUE,10312,6370,45,01  ONE FAMILY HOMES,1,0,1,6790,2550,1975,1,A1,17-10-2012,600000
PR19509,3,NY,ANNADALE,45 BARB STREET,10312,6220,14,01 ONE FAMILY DWELLINGS,1,0,1,1585,1339,2000,1,A5,15-11-2014,542000
PR19510,3,NY,ANNADALE,45 LORRAINE AVENUE,10312,6222,38,01  ONE FAMILY HOMES,1,0,1,2400,2100,2004,1,A5,08-08-2012,467500
PR19511,3,NY,ANNADALE,936 CARLTON BOULEVARD,10312,6227,67,02  TWO FAMILY HOMES,2,0,2,4000,3140,2004,1,B2,24-07-2013,700000
PR19512,3,NY,ELTINGVILLE,443 POMPEY AVENUE,10312,5616,180,01 ONE FAMILY DWELLINGS,1,0,1,2300,1328,1974,1,A5,18-09-2014,325000
PR19513,3,NY,ELTINGVILLE,163 RYE AVENUE,10312,5622,1,01 ONE FAMILY DWELLINGS,1,0,1,3744,1368,1983,1,A5,26-12-2014,585000
PR19514,3,NY,ELTINGVILLE,141 SCRANTON AVENUE,10312,5640,9,02 TWO FAMILY DWELLINGS,2,0,2,4300,1816,1961,1,B2,01-03-2015,785000
PR19515,3,NY,ELTINGVILLE,184 FIGUREA AVENUE,10312,5636,65,01 ONE FAMILY DWELLINGS,1,0,1,1768,1585,1984,1,A5,03-10-2014,335000
PR19516,3,NY,ELTINGVILLE,1391 ARDEN AVENUE,10312,5357,42,01  ONE FAMILY HOMES,1,0,1,4000,1900,1945,1,A1,08-01-2013,475000
PR19517,3,NY,ELTINGVILLE,42 CHALLENGER DRIVE,10312,5653,93,01 ONE FAMILY DWELLINGS,1,0,1,1082,1480,1985,1,A5,11-06-2014,360000
PR19518,3,NY,ELTINGVILLE,116 SHOTWELL AVENUE,10312,5676,65,02 TWO FAMILY DWELLINGS,2,0,2,4230,2233,1976,1,B9,03-10-2014,525000
PR19519,3,NY,ELTINGVILLE,214 ANNADALE ROAD,10312,5680,95,01  ONE FAMILY HOMES,1,0,1,3000,966,1975,1,A9,11-01-2013,357075
PR19520,3,NY,ELTINGVILLE,102 RETFORD AVENUE,10312,5327,32,01 ONE FAMILY DWELLINGS,1,0,1,4000,988,1961,1,A2,07-01-2015,640000
PR19521,3,NY,ELTINGVILLE,207 ANNADALE ROAD,10312,5648,8,02 TWO FAMILY DWELLINGS,2,0,2,3540,1384,1975,1,B2,24-07-2014,650000
PR19522,3,NY,ELTINGVILLE,41 MOFFETT STREET,10312,5621,55,02  TWO FAMILY HOMES,2,0,2,3720,936,1975,1,B9,06-02-2013,418000
PR19523,3,NY,ELTINGVILLE,3756 RICHMOND AVENUE,10312,5595,5,01 ONE FAMILY DWELLINGS,1,0,1,2755,1458,1966,1,A5,20-06-2014,515000
PR19524,3,NY,ELTINGVILLE,18 LYNDALE LANE,10312,5323,80,01 ONE FAMILY DWELLINGS,1,0,1,770,1480,1986,1,A5,07-08-2014,415000
PR19525,3,NY,ELTINGVILLE,23 BLUEBERRY LANE,10312,5421,10,01 ONE FAMILY DWELLINGS,1,0,1,2070,1260,1978,1,A5,11-10-2014,500141
PR19526,3,NY,ELTINGVILLE,450 DRUMGOOLE ROAD WEST,10312,5651,66,02 TWO FAMILY DWELLINGS,2,0,2,3582,2000,1982,1,B9,28-12-2014,650000
PR19527,3,NY,ELTINGVILLE,15 EDGEGROVE AVENUE,10312,5701,38,02  TWO FAMILY HOMES,2,0,2,4100,2192,1970,1,B2,21-02-2013,335000
PR19528,3,NY,ELTINGVILLE,229 HALES AVENUE,10312,5350,59,01  ONE FAMILY HOMES,1,0,1,3740,2162,1965,1,A2,30-05-2013,425000
PR19529,3,NY,ELTINGVILLE,469 GENESEE AVENUE,10312,5639,286,01 ONE FAMILY DWELLINGS,1,0,1,4746,1820,1961,1,A2,29-08-2014,645000
PR19530,3,NY,ELTINGVILLE,119 SEIDMAN AVENUE,10312,5362,1,01  ONE FAMILY HOMES,1,0,1,5700,1925,1975,1,A2,29-01-2013,333000
PR19531,3,NY,ELTINGVILLE,32 SUNFIELD AVENUE,10312,5681,23,01  ONE FAMILY HOMES,1,0,1,2433,1280,1973,1,A9,14-12-2012,340000
PR19532,3,NY,ELTINGVILLE,337 WAINWRIGHT AVENUE,10312,5606,27,01 ONE FAMILY DWELLINGS,1,0,1,4000,1056,1961,1,A2,09-11-2014,600000
PR19533,3,NY,ELTINGVILLE,23 CHALLENGER DRIVE,10312,5653,105,01 ONE FAMILY DWELLINGS,1,0,1,663,1480,1985,1,A5,27-04-2014,370000
PR19534,3,NY,ELTINGVILLE,22 MAYBERRY PROMENADE,10312,5420,53,01 ONE FAMILY DWELLINGS,1,0,1,1697,1260,1979,1,A5,27-11-2014,525000
PR19535,3,NY,ELTINGVILLE,1347 ARDEN AVENUE,10312,5357,66,01  ONE FAMILY HOMES,1,0,1,4000,960,1965,1,A2,17-05-2013,348100
PR19536,3,NY,ELTINGVILLE,84 MOFFETT STREET,10312,5619,53,01  ONE FAMILY HOMES,1,0,1,3040,1440,1970,1,A9,12-02-2013,240000
PR19537,3,NY,ELTINGVILLE,48 IONIA AVENUE,10312,5698,42,02 TWO FAMILY DWELLINGS,2,0,2,4000,2296,1966,1,B2,25-04-2014,750000
PR19538,3,NY,ELTINGVILLE,22 MOTT STREET,10312,5622,162,01 ONE FAMILY DWELLINGS,1,0,1,2470,1368,1984,1,A5,12-12-2014,495000
PR19539,3,NY,ELTINGVILLE,36 FORRESTAL AVENUE,10312,5680,120,01 ONE FAMILY DWELLINGS,1,0,1,4000,1709,1971,1,A1,20-02-2015,710000
PR19540,3,NY,ELTINGVILLE,110 AUGUSTA AVENUE,10312,5604,115,01  ONE FAMILY HOMES,1,0,1,4600,1540,1977,1,A2,23-01-2013,462500
PR19541,3,NY,ELTINGVILLE,26 MC ARTHUR AVENUE,10312,5673,20,01 ONE FAMILY DWELLINGS,1,0,1,4000,2008,1971,1,A1,18-06-2014,685000
PR19542,3,NY,ELTINGVILLE,622 KATAN AVENUE,10312,5602,1,02  TWO FAMILY HOMES,2,0,2,3840,1449,1975,1,B2,10-05-2013,503951
PR19543,3,NY,ELTINGVILLE,485 MOSELY AVENUE,10312,5586,15,02  TWO FAMILY HOMES,2,0,2,6593,3100,2005,1,B2,06-03-2013,630000
PR19544,3,NY,ELTINGVILLE,582 GENESEE AVENUE,10312,5662,306,01  ONE FAMILY HOMES,1,0,1,2775,1536,1975,1,A5,03-11-2012,438000
PR19545,3,NY,ELTINGVILLE,62A MACON AVENUE,10312,5614,102,01  ONE FAMILY HOMES,1,0,1,459,816,1988,1,A5,12-06-2013,206700
PR19546,3,NY,ELTINGVILLE,79 STROUD AVENUE,10312,5608,65,02  TWO FAMILY HOMES,2,0,2,4242,1912,1965,1,B2,01-05-2013,530000
PR19547,3,NY,ELTINGVILLE,488 RETFORD AVENUE,10312,5410,49,01  ONE FAMILY HOMES,1,0,1,3210,1410,1975,1,A5,15-01-2013,390000
PR19548,3,NY,ELTINGVILLE,630 KATAN AVENUE,10312,5602,55,02 TWO FAMILY DWELLINGS,2,0,2,3840,1506,1971,1,B2,02-08-2014,685000
PR19549,3,NY,ELTINGVILLE,41 VINELAND AVENUE,10312,5692,70,01  ONE FAMILY HOMES,1,0,1,3725,1536,1979,1,A9,19-02-2013,360000
PR19550,3,NY,ELTINGVILLE,68 WOEHRLE AVENUE,10312,5674,62,01 ONE FAMILY DWELLINGS,1,0,1,2750,1440,1971,1,A1,26-10-2014,490000
PR19551,3,NY,ELTINGVILLE,928 DRUMGOOLE ROAD WEST,10312,5704,77,01  ONE FAMILY HOMES,1,0,1,4740,1120,1955,1,A2,31-07-2013,365000
PR19552,3,NY,ELTINGVILLE,68 RENSSELAER AVENUE,10312,5708,14,01 ONE FAMILY DWELLINGS,1,0,1,4000,1248,1966,1,A2,24-08-2014,660000
PR19553,3,NY,ELTINGVILLE,12 FIGUREA AVENUE,10312,5603,52,01 ONE FAMILY DWELLINGS,1,0,1,4000,1512,1973,1,A2,20-06-2014,643000
PR19554,3,NY,ELTINGVILLE,86 RYE AVENUE,10312,5624,24,01 ONE FAMILY DWELLINGS,1,0,1,2800,1600,1971,1,A5,03-12-2014,527500
